5-gram, count
your gracious leave and pardon, 1
have you your father s, 1
you your father s leave, 1
your father s leave what, 1
father s leave what says, 1
s leave what says polonius, 1
he hath my lord wrung, 1
hath my lord wrung from, 1
my lord wrung from me, 1
lord wrung from me my, 1
wrung from me my slow, 1
from me my slow leave, 1
by laboursome petition and at, 1
laboursome petition and at last, 1
upon his will i seal, 1
his will i seal d, 1
will i seal d my, 1
i seal d my hard, 1
seal d my hard consent, 1
i do beseech you give, 1
do beseech you give him, 1
beseech you give him leave, 1
you give him leave to, 1
give him leave to go, 1
take thy fair hour laertes, 1
thy fair hour laertes time, 1
fair hour laertes time be, 1
hour laertes time be thine, 1
and thy best graces spend, 1
thy best graces spend it, 1
best graces spend it at, 1
graces spend it at thy, 1
spend it at thy will, 1
but now my cousin hamlet, 1
now my cousin hamlet and, 1
my cousin hamlet and my, 1
cousin hamlet and my son, 1
aside a little more than, 1
a little more than kin, 1
little more than kin and, 1
more than kin and less, 1
than kin and less than, 1
kin and less than kind, 1
how is it that the, 1
is it that the clouds, 1
it that the clouds still, 1
that the clouds still hang, 1
the clouds still hang on, 1
clouds still hang on you, 1
not so my lord i, 1
so my lord i am, 1
my lord i am too, 1
lord i am too much, 1
i am too much i, 1
am too much i the, 1
too much i the sun, 1
good hamlet cast thy nighted, 1
hamlet cast thy nighted colour, 1
cast thy nighted colour off, 1
and let thine eye look, 1
let thine eye look like, 1
thine eye look like a, 1
eye look like a friend, 1
look like a friend on, 1
like a friend on denmark, 1
do not for ever with, 1
not for ever with thy, 1
for ever with thy vailed, 1
ever with thy vailed lids, 1
seek for thy noble father, 1
for thy noble father in, 1
thy noble father in the, 1
noble father in the dust, 1
thou know st tis common, 1
know st tis common all, 1
st tis common all that, 1
tis common all that lives, 1
common all that lives must, 1
all that lives must die, 1
passing through nature to eternity, 1
ay madam it is common, 1
why seems it so particular, 1
seems it so particular with, 1
it so particular with thee, 1
seems madam nay it is, 1
madam nay it is i, 1
nay it is i know, 1
it is i know not, 1
is i know not seems, 1
tis not alone my inky, 1
not alone my inky cloak, 1
alone my inky cloak good, 1
my inky cloak good mother, 1
nor customary suits of solemn, 1
customary suits of solemn black, 1
nor windy suspiration of forced, 1
windy suspiration of forced breath, 1
no nor the fruitful river, 1
nor the fruitful river in, 1
the fruitful river in the, 1
fruitful river in the eye, 1
nor the dejected havior of, 1
the dejected havior of the, 1
dejected havior of the visage, 1
together with all forms moods, 1
with all forms moods shapes, 1
all forms moods shapes of, 1
forms moods shapes of grief, 1
that can denote me truly, 1
can denote me truly these, 1
denote me truly these indeed, 1
me truly these indeed seem, 1
for they are actions that, 1
they are actions that a, 1
are actions that a man, 1
actions that a man might, 1
that a man might play, 1
but i have that within, 1
i have that within which, 1
have that within which passeth, 1
that within which passeth show, 1
these but the trappings and, 1
but the trappings and the, 1
the trappings and the suits, 1
trappings and the suits of, 1
and the suits of woe, 1
tis sweet and commendable in, 1
sweet and commendable in your, 1
and commendable in your nature, 1
commendable in your nature hamlet, 1
to give these mourning duties, 1
give these mourning duties to, 1
these mourning duties to your, 1
mourning duties to your father, 1
but you must know your, 1
you must know your father, 1
must know your father lost, 1
know your father lost a, 1
your father lost a father, 1
that father lost lost his, 1
father lost lost his and, 1
lost lost his and the, 1
lost his and the survivor, 1
his and the survivor bound, 1
in filial obligation for some, 1
filial obligation for some term, 1
to do obsequious sorrow but, 1
do obsequious sorrow but to, 1
obsequious sorrow but to persever, 1
in obstinate condolement is a, 1
obstinate condolement is a course, 1
of impious stubbornness tis unmanly, 1
impious stubbornness tis unmanly grief, 1
it shows a will most, 1
shows a will most incorrect, 1
a will most incorrect to, 1
will most incorrect to heaven, 1
a heart unfortified a mind, 1
heart unfortified a mind impatient, 1
an understanding simple and unschool, 1
understanding simple and unschool d, 1
for what we know must, 1
what we know must be, 1
we know must be and, 1
know must be and is, 1
must be and is as, 1
be and is as common, 1
as any the most vulgar, 1
any the most vulgar thing, 1
the most vulgar thing to, 1
most vulgar thing to sense, 1
why should we in our, 1
should we in our peevish, 1
we in our peevish opposition, 1
take it to heart fie, 1
it to heart fie tis, 1
to heart fie tis a, 1
heart fie tis a fault, 1
fie tis a fault to, 1
tis a fault to heaven, 1
a fault against the dead, 1
fault against the dead a, 1
against the dead a fault, 1
the dead a fault to, 1
dead a fault to nature, 1
to reason most absurd whose, 1
reason most absurd whose common, 1
most absurd whose common theme, 1
is death of fathers and, 1
death of fathers and who, 1
of fathers and who still, 1
fathers and who still hath, 1
and who still hath cried, 1
from the first corse till, 1
the first corse till he, 1
first corse till he that, 1
corse till he that died, 1
till he that died to, 1
he that died to day, 1
this must be so we, 1
must be so we pray, 1
be so we pray you, 1
so we pray you throw, 1
we pray you throw to, 1
pray you throw to earth, 1
this unprevailing woe and think, 1
unprevailing woe and think of, 1
woe and think of us, 1
as of a father for, 1
of a father for let, 1
a father for let the, 1
father for let the world, 1
for let the world take, 1
let the world take note, 1
you are the most immediate, 1
are the most immediate to, 1
the most immediate to our, 1
most immediate to our throne, 1
and with no less nobility, 1
with no less nobility of, 1
no less nobility of love, 1
than that which dearest father, 1
that which dearest father bears, 1
which dearest father bears his, 1
dearest father bears his son, 1
do i impart toward you, 1
i impart toward you for, 1
impart toward you for your, 1
toward you for your intent, 1
in going back to school, 1
going back to school in, 1
back to school in wittenberg, 1
it is most retrograde to, 1
is most retrograde to our, 1
most retrograde to our desire, 1
and we beseech you bend, 1
we beseech you bend you, 1
beseech you bend you to, 1
you bend you to remain, 1
here in the cheer and, 1
in the cheer and comfort, 1
the cheer and comfort of, 1
cheer and comfort of our, 1
and comfort of our eye, 1
our chiefest courtier cousin and, 1
chiefest courtier cousin and our, 1
courtier cousin and our son, 1
let not thy mother lose, 1
not thy mother lose her, 1
thy mother lose her prayers, 1
mother lose her prayers hamlet, 1
i pray thee stay with, 1
pray thee stay with us, 1
thee stay with us go, 1
stay with us go not, 1
with us go not to, 1
us go not to wittenberg, 1
i shall in all my, 1
shall in all my best, 1
in all my best obey, 1
all my best obey you, 1
my best obey you madam, 1
why tis a loving and, 1
tis a loving and a, 1
a loving and a fair, 1
loving and a fair reply, 1
be as ourself in denmark, 1
as ourself in denmark madam, 1
ourself in denmark madam come, 1
this gentle and unforced accord, 1
gentle and unforced accord of, 1
and unforced accord of hamlet, 1
sits smiling to my heart, 1
smiling to my heart in, 1
to my heart in grace, 1
my heart in grace whereof, 1
no jocund health that denmark, 1
jocund health that denmark drinks, 1
health that denmark drinks to, 1
that denmark drinks to day, 1
but the great cannon to, 1
the great cannon to the, 1
great cannon to the clouds, 1
cannon to the clouds shall, 1
to the clouds shall tell, 1
and the king s rouse, 1
the king s rouse the, 1
king s rouse the heavens, 1
s rouse the heavens all, 1
rouse the heavens all bruit, 1
