4-gram, count
carefully upon your hour, 1
tis now struck twelve, 1
now struck twelve get, 1
struck twelve get thee, 1
twelve get thee to, 1
get thee to bed, 1
thee to bed francisco, 1
for this relief much, 1
this relief much thanks, 1
relief much thanks tis, 1
much thanks tis bitter, 1
thanks tis bitter cold, 1
and i am sick, 1
i am sick at, 1
am sick at heart, 1
have you had quiet, 1
you had quiet guard, 1
not a mouse stirring, 1
if you do meet, 1
you do meet horatio, 1
do meet horatio and, 1
meet horatio and marcellus, 1
the rivals of my, 1
rivals of my watch, 1
of my watch bid, 1
my watch bid them, 1
watch bid them make, 1
bid them make haste, 1
i think i hear, 1
think i hear them, 1
i hear them stand, 1
hear them stand ho, 1
them stand ho who, 1
stand ho who s, 1
ho who s there, 1
friends to this ground, 1
and liegemen to the, 1
liegemen to the dane, 1
o farewell honest soldier, 1
who hath relieved you, 1
bernardo has my place, 1
what is horatio there, 1
a piece of him, 1
welcome horatio welcome good, 1
horatio welcome good marcellus, 1
what has this thing, 1
has this thing appear, 1
this thing appear d, 1
thing appear d again, 1
appear d again to, 1
d again to night, 1
i have seen nothing, 1
horatio says tis but, 1
says tis but our, 1
tis but our fantasy, 1
and will not let, 1
will not let belief, 1
not let belief take, 1
let belief take hold, 1
belief take hold of, 1
take hold of him, 1
touching this dreaded sight, 1
this dreaded sight twice, 1
dreaded sight twice seen, 1
sight twice seen of, 1
twice seen of us, 1
therefore i have entreated, 1
i have entreated him, 1
have entreated him along, 1
with us to watch, 1
us to watch the, 1
to watch the minutes, 1
watch the minutes of, 1
the minutes of this, 1
minutes of this night, 1
that if again this, 1
if again this apparition, 1
again this apparition come, 1
he may approve our, 1
may approve our eyes, 1
approve our eyes and, 1
our eyes and speak, 1
eyes and speak to, 1
and speak to it, 1
tush tush twill not, 1
tush twill not appear, 1
and let us once, 1
let us once again, 1
us once again assail, 1
once again assail your, 1
again assail your ears, 1
that are so fortified, 1
are so fortified against, 1
so fortified against our, 1
fortified against our story, 1
what we have two, 1
we have two nights, 1
have two nights seen, 1
well sit we down, 1
and let us hear, 1
let us hear bernardo, 1
us hear bernardo speak, 1
hear bernardo speak of, 1
bernardo speak of this, 1
last night of all, 1
when yond same star, 1
yond same star that, 1
same star that s, 1
star that s westward, 1
that s westward from, 1
s westward from the, 1
westward from the pole, 1
had made his course, 1
made his course to, 1
his course to illume, 1
course to illume that, 1
to illume that part, 1
illume that part of, 1
that part of heaven, 1
where now it burns, 1
now it burns marcellus, 1
it burns marcellus and, 1
burns marcellus and myself, 1
the bell then beating, 1
bell then beating one, 1
peace break thee off, 1
break thee off look, 1
thee off look where, 1
off look where it, 1
look where it comes, 1
in the same figure, 1
the same figure like, 1
same figure like the, 1
figure like the king, 1
like the king that, 1
the king that s, 1
king that s dead, 1
thou art a scholar, 1
art a scholar speak, 1
a scholar speak to, 1
scholar speak to it, 1
speak to it horatio, 1
looks it not like, 1
like the king mark, 1
the king mark it, 1
king mark it horatio, 1
most like it harrows, 1
like it harrows me, 1
it harrows me with, 1
harrows me with fear, 1
me with fear and, 1
with fear and wonder, 1
it would be spoke, 1
would be spoke to, 1
what art thou that, 1
art thou that usurp, 1
thou that usurp st, 1
that usurp st this, 1
usurp st this time, 1
st this time of, 1
this time of night, 1
together with that fair, 1
with that fair and, 1
that fair and warlike, 1
fair and warlike form, 1
in which the majesty, 1
which the majesty of, 1
the majesty of buried, 1
majesty of buried denmark, 1
did sometimes march by, 1
sometimes march by heaven, 1
march by heaven i, 1
by heaven i charge, 1
heaven i charge thee, 1
see it stalks away, 1
stay speak speak i, 1
speak speak i charge, 1
speak i charge thee, 1
tis gone and will, 1
gone and will not, 1
and will not answer, 1
how now horatio you, 1
now horatio you tremble, 1
horatio you tremble and, 1
you tremble and look, 1
tremble and look pale, 1
is not this something, 1
not this something more, 1
this something more than, 1
something more than fantasy, 1
before my god i, 1
my god i might, 1
god i might not, 1
i might not this, 1
might not this believe, 1
without the sensible and, 1
the sensible and true, 1
sensible and true avouch, 1
of mine own eyes, 1
is it not like, 1
as thou art to, 1
thou art to thyself, 1
such was the very, 1
was the very armour, 1
the very armour he, 1
very armour he had, 1
armour he had on, 1
when he the ambitious, 1
he the ambitious norway, 1
the ambitious norway combated, 1
so frown d he, 1
frown d he once, 1
d he once when, 1
he once when in, 1
once when in an, 1
when in an angry, 1
in an angry parle, 1
he smote the sledded, 1
smote the sledded polacks, 1
the sledded polacks on, 1
sledded polacks on the, 1
polacks on the ice, 1
thus twice before and, 1
twice before and jump, 1
before and jump at, 1
and jump at this, 1
jump at this dead, 1
at this dead hour, 1
with martial stalk hath, 1
martial stalk hath he, 1
stalk hath he gone, 1
hath he gone by, 1
he gone by our, 1
gone by our watch, 1
in what particular thought, 1
what particular thought to, 1
particular thought to work, 1
thought to work i, 1
to work i know, 1
work i know not, 1
but in the gross, 1
in the gross and, 1
the gross and scope, 1
gross and scope of, 1
and scope of my, 1
scope of my opinion, 1
this bodes some strange, 1
bodes some strange eruption, 1
some strange eruption to, 1
strange eruption to our, 1
eruption to our state, 1
good now sit down, 1
now sit down and, 1
sit down and tell, 1
down and tell me, 1
and tell me he, 1
tell me he that, 1
me he that knows, 1
why this same strict, 1
this same strict and, 1
same strict and most, 1
strict and most observant, 1
and most observant watch, 1
so nightly toils the, 1
nightly toils the subject, 1
toils the subject of, 1
the subject of the, 1
subject of the land, 1
and why such daily, 1
why such daily cast, 1
such daily cast of, 1
daily cast of brazen, 1
cast of brazen cannon, 1
and foreign mart for, 1
foreign mart for implements, 1
mart for implements of, 1
for implements of war, 1
why such impress of, 1
such impress of shipwrights, 1
impress of shipwrights whose, 1
of shipwrights whose sore, 1
shipwrights whose sore task, 1
does not divide the, 1
not divide the sunday, 1
divide the sunday from, 1
the sunday from the, 1
sunday from the week, 1
what might be toward, 1
might be toward that, 1
be toward that this, 1
toward that this sweaty, 1
that this sweaty haste, 1
doth make the night, 1
make the night joint, 1
the night joint labourer, 1
night joint labourer with, 1
joint labourer with the, 1
labourer with the day, 1
who is t that, 1
is t that can, 1
t that can inform, 1
that can inform me, 1
at least the whisper, 1
least the whisper goes, 1
the whisper goes so, 1
whisper goes so our, 1
goes so our last, 1
so our last king, 1
whose image even but, 1
image even but now, 1
even but now appear, 1
but now appear d, 1
now appear d to, 1
appear d to us, 1
was as you know, 1
as you know by, 1
you know by fortinbras, 1
know by fortinbras of, 1
by fortinbras of norway, 1
thereto prick d on, 1
prick d on by, 1
d on by a, 1
on by a most, 1
by a most emulate, 1
a most emulate pride, 1
dared to the combat, 1
to the combat in, 1
the combat in which, 1
combat in which our, 1
in which our valiant, 1
which our valiant hamlet, 1
for so this side, 1
so this side of, 1
this side of our, 1
side of our known, 1
of our known world, 1
our known world esteem, 1
known world esteem d, 1
world esteem d him, 1
did slay this fortinbras, 1
slay this fortinbras who, 1
this fortinbras who by, 1
fortinbras who by a, 1
who by a seal, 1
by a seal d, 1
a seal d compact, 1
well ratified by law, 1
ratified by law and, 1
by law and heraldry, 1
did forfeit with his, 1
forfeit with his life, 1
with his life all, 1
his life all those, 1
life all those his, 1
all those his lands, 1
which he stood seized, 1
he stood seized of, 1
stood seized of to, 1
seized of to the, 1
of to the conqueror, 1
against the which a, 1
the which a moiety, 1
which a moiety competent, 1
was gaged by our, 1
gaged by our king, 1
by our king which, 1
our king which had, 1
king which had return, 1
which had return d, 1
to the inheritance of, 1
the inheritance of fortinbras, 1
had he been vanquisher, 1
he been vanquisher as, 1
been vanquisher as by, 1
vanquisher as by the, 1
as by the same, 1
by the same covenant, 1
and carriage of the, 1
carriage of the article, 1
of the article design, 1
the article design d, 1
his fell to hamlet, 1
fell to hamlet now, 1
to hamlet now sir, 1
hamlet now sir young, 1
now sir young fortinbras, 1
of unimproved mettle hot, 1
unimproved mettle hot and, 1
mettle hot and full, 1
hath in the skirts, 1
in the skirts of, 1
the skirts of norway, 1
skirts of norway here, 1
of norway here and, 1
norway here and there, 1
shark d up a, 1
d up a list, 1
up a list of, 1
a list of lawless, 1
list of lawless resolutes, 1
for food and diet, 1
food and diet to, 1
and diet to some, 1
diet to some enterprise, 1
that hath a stomach, 1
hath a stomach in, 1
a stomach in t, 1
stomach in t which, 1
in t which is, 1
t which is no, 1
which is no other, 1
as it doth well, 1
it doth well appear, 1
doth well appear unto, 1
well appear unto our, 1
appear unto our state, 1
but to recover of, 1
to recover of us, 1
recover of us by, 1
of us by strong, 1
us by strong hand, 1
and terms compulsatory those, 1
terms compulsatory those foresaid, 1
compulsatory those foresaid lands, 1
so by his father, 1
by his father lost, 1
his father lost and, 1
father lost and this, 1
lost and this i, 1
and this i take, 1
this i take it, 1
is the main motive, 1
the main motive of, 1
main motive of our, 1
motive of our preparations, 1
the source of this, 1
source of this our, 1
of this our watch, 1
this our watch and, 1
our watch and the, 1
watch and the chief, 1
and the chief head, 1
of this post haste, 1
this post haste and, 1
post haste and romage, 1
haste and romage in, 1
and romage in the, 1
romage in the land, 1
think it be no, 1
it be no other, 1
be no other but, 1
no other but e, 1
other but e en, 1
but e en so, 1
well may it sort, 1
may it sort that, 1
it sort that this, 1
sort that this portentous, 1
that this portentous figure, 1
comes armed through our, 1
armed through our watch, 1
through our watch so, 1
our watch so like, 1
watch so like the, 1
so like the king, 1
that was and is, 1
was and is the, 1
and is the question, 1
is the question of, 1
the question of these, 1
question of these wars, 1
a mote it is, 1
mote it is to, 1
it is to trouble, 1
is to trouble the, 1
to trouble the mind, 1
trouble the mind s, 1
the mind s eye, 1
in the most high, 1
the most high and, 1
most high and palmy, 1
high and palmy state, 1
and palmy state of, 1
palmy state of rome, 1
a little ere the, 1
little ere the mightiest, 1
ere the mightiest julius, 1
the mightiest julius fell, 1
the graves stood tenantless, 1
graves stood tenantless and, 1
stood tenantless and the, 1
tenantless and the sheeted, 1
and the sheeted dead, 1
did squeak and gibber, 1
squeak and gibber in, 1
and gibber in the, 1
gibber in the roman, 1
in the roman streets, 1
as stars with trains, 1
stars with trains of, 1
with trains of fire, 1
trains of fire and, 1
of fire and dews, 1
fire and dews of, 1
and dews of blood, 1
disasters in the sun, 1
in the sun and, 1
the sun and the, 1
sun and the moist, 1
and the moist star, 1
upon whose influence neptune, 1
whose influence neptune s, 1
influence neptune s empire, 1
neptune s empire stands, 1
was sick almost to, 1
sick almost to doomsday, 1
almost to doomsday with, 1
to doomsday with eclipse, 1
and even the like, 1
even the like precurse, 1
the like precurse of, 1
like precurse of fierce, 1
precurse of fierce events, 1
as harbingers preceding still, 1
harbingers preceding still the, 1
preceding still the fates, 1
and prologue to the, 1
prologue to the omen, 1
to the omen coming, 1
the omen coming on, 1
have heaven and earth, 1
heaven and earth together, 1
and earth together demonstrated, 1
unto our climatures and, 1
our climatures and countrymen, 1
but soft behold lo, 1
soft behold lo where, 1
behold lo where it, 1
lo where it comes, 1
i ll cross it, 1
ll cross it though, 1
cross it though it, 1
it though it blast, 1
though it blast me, 1
it blast me stay, 1
blast me stay illusion, 1
if thou hast any, 1
thou hast any sound, 1
hast any sound or, 1
any sound or use, 1
sound or use of, 1
or use of voice, 1
if there be any, 1
there be any good, 1
be any good thing, 1
any good thing to, 1
good thing to be, 1
thing to be done, 1
that may to thee, 1
may to thee do, 1
to thee do ease, 1
thee do ease and, 1
do ease and grace, 1
ease and grace to, 1
and grace to me, 1
if thou art privy, 1
thou art privy to, 1
art privy to thy, 1
privy to thy country, 1
to thy country s, 1
thy country s fate, 1
which happily foreknowing may, 1
happily foreknowing may avoid, 1
foreknowing may avoid o, 1
may avoid o speak, 1
or if thou hast, 1
if thou hast uphoarded, 1
thou hast uphoarded in, 1
hast uphoarded in thy, 1
uphoarded in thy life, 1
extorted treasure in the, 1
treasure in the womb, 1
in the womb of, 1
the womb of earth, 1
for which they say, 1
which they say you, 1
they say you spirits, 1
say you spirits oft, 1
you spirits oft walk, 1
spirits oft walk in, 1
oft walk in death, 1
speak of it stay, 1
of it stay and, 1
it stay and speak, 1
stay and speak stop, 1
and speak stop it, 1
speak stop it marcellus, 1
shall i strike at, 1
i strike at it, 1
strike at it with, 1
at it with my, 1
it with my partisan, 1
do if it will, 1
if it will not, 1
it will not stand, 1
we do it wrong, 1
do it wrong being, 1
it wrong being so, 1
wrong being so majestical, 1
to offer it the, 1
offer it the show, 1
it the show of, 1
the show of violence, 1
for it is as, 1
it is as the, 1
is as the air, 1
as the air invulnerable, 1
and our vain blows, 1
our vain blows malicious, 1
vain blows malicious mockery, 1
it was about to, 1
was about to speak, 1
about to speak when, 1
to speak when the, 1
speak when the cock, 1
when the cock crew, 1
and then it started, 1
then it started like, 1
it started like a, 1
started like a guilty, 1
like a guilty thing, 1
upon a fearful summons, 1
a fearful summons i, 1
fearful summons i have, 1
summons i have heard, 1
the cock that is, 1
cock that is the, 1
that is the trumpet, 1
is the trumpet to, 1
trumpet to the morn, 1
doth with his lofty, 1
with his lofty and, 1
his lofty and shrill, 1
lofty and shrill sounding, 1
and shrill sounding throat, 1
awake the god of, 1
the god of day, 1
god of day and, 1
of day and at, 1
day and at his, 1
and at his warning, 1
whether in sea or, 1
in sea or fire, 1
sea or fire in, 1
or fire in earth, 1
fire in earth or, 1
in earth or air, 1
the extravagant and erring, 1
extravagant and erring spirit, 1
and erring spirit hies, 1
to his confine and, 1
his confine and of, 1
confine and of the, 1
and of the truth, 1
of the truth herein, 1
this present object made, 1
present object made probation, 1
it faded on the, 1
faded on the crowing, 1
on the crowing of, 1
the crowing of the, 1
crowing of the cock, 1
some say that ever, 1
say that ever gainst, 1
that ever gainst that, 1
ever gainst that season, 1
gainst that season comes, 1
wherein our saviour s, 1
our saviour s birth, 1
saviour s birth is, 1
s birth is celebrated, 1
the bird of dawning, 1
bird of dawning singeth, 1
of dawning singeth all, 1
dawning singeth all night, 1
singeth all night long, 1
and then they say, 1
then they say no, 1
they say no spirit, 1
say no spirit dares, 1
no spirit dares stir, 1
spirit dares stir abroad, 1
the nights are wholesome, 1
nights are wholesome then, 1
are wholesome then no, 1
wholesome then no planets, 1
then no planets strike, 1
no fairy takes nor, 1
fairy takes nor witch, 1
takes nor witch hath, 1
nor witch hath power, 1
witch hath power to, 1
hath power to charm, 1
so hallow d and, 1
hallow d and so, 1
d and so gracious, 1
and so gracious is, 1
so gracious is the, 1
gracious is the time, 1
so have i heard, 1
have i heard and, 1
i heard and do, 1
heard and do in, 1
and do in part, 1
do in part believe, 1
in part believe it, 1
but look the morn, 1
look the morn in, 1
the morn in russet, 1
morn in russet mantle, 1
in russet mantle clad, 1
walks o er the, 1
o er the dew, 1
er the dew of, 1
the dew of yon, 1
dew of yon high, 1
of yon high eastward, 1
yon high eastward hill, 1
break we our watch, 1
we our watch up, 1
our watch up and, 1
watch up and by, 1
up and by my, 1
and by my advice, 1
let us impart what, 1
us impart what we, 1
impart what we have, 1
what we have seen, 1
we have seen to, 1
unto young hamlet for, 1
young hamlet for upon, 1
hamlet for upon my, 1
for upon my life, 1
this spirit dumb to, 1
spirit dumb to us, 1
dumb to us will, 1
to us will speak, 1
us will speak to, 1
will speak to him, 1
do you consent we, 1
you consent we shall, 1
consent we shall acquaint, 1
we shall acquaint him, 1
shall acquaint him with, 1
acquaint him with it, 1
as needful in our, 1
needful in our loves, 1
in our loves fitting, 1
our loves fitting our, 1
loves fitting our duty, 1
let s do t, 1
s do t i, 1
do t i pray, 1
t i pray and, 1
i pray and i, 1
pray and i this, 1
and i this morning, 1
i this morning know, 1
where we shall find, 1
we shall find him, 1
shall find him most, 1
find him most conveniently, 1
ii a room of, 1
a room of state, 1
room of state in, 1
of state in the, 1
state in the castle, 1
claudius queen gertrude hamlet, 1
queen gertrude hamlet polonius, 1
gertrude hamlet polonius laertes, 1
hamlet polonius laertes voltimand, 1
polonius laertes voltimand cornelius, 1
laertes voltimand cornelius lords, 1
voltimand cornelius lords and, 1
cornelius lords and attendants, 1
though yet of hamlet, 1
yet of hamlet our, 1
of hamlet our dear, 1
hamlet our dear brother, 1
our dear brother s, 1
the memory be green, 1
memory be green and, 1
be green and that, 1
green and that it, 1
and that it us, 1
that it us befitted, 1
to bear our hearts, 1
bear our hearts in, 1
our hearts in grief, 1
hearts in grief and, 1
in grief and our, 1
grief and our whole, 1
and our whole kingdom, 1
to be contracted in, 1
be contracted in one, 1
contracted in one brow, 1
in one brow of, 1
one brow of woe, 1
yet so far hath, 1
so far hath discretion, 1
far hath discretion fought, 1
hath discretion fought with, 1
discretion fought with nature, 1
that we with wisest, 1
we with wisest sorrow, 1
with wisest sorrow think, 1
wisest sorrow think on, 1
sorrow think on him, 1
together with remembrance of, 1
with remembrance of ourselves, 1
therefore our sometime sister, 1
our sometime sister now, 1
sometime sister now our, 1
sister now our queen, 1
the imperial jointress to, 1
imperial jointress to this, 1
jointress to this warlike, 1
to this warlike state, 1
have we as twere, 1
we as twere with, 1
as twere with a, 1
twere with a defeated, 1
with a defeated joy, 1
with an auspicious and, 1
an auspicious and a, 1
auspicious and a dropping, 1
and a dropping eye, 1
with mirth in funeral, 1
mirth in funeral and, 1
in funeral and with, 1
funeral and with dirge, 1
and with dirge in, 1
with dirge in marriage, 1
in equal scale weighing, 1
equal scale weighing delight, 1
scale weighing delight and, 1
weighing delight and dole, 1
taken to wife nor, 1
to wife nor have, 1
wife nor have we, 1
nor have we herein, 1
have we herein barr, 1
we herein barr d, 1
your better wisdoms which, 1
better wisdoms which have, 1
wisdoms which have freely, 1
which have freely gone, 1
with this affair along, 1
this affair along for, 1
affair along for all, 1
along for all our, 1
for all our thanks, 1
now follows that you, 1
follows that you know, 1
that you know young, 1
you know young fortinbras, 1
holding a weak supposal, 1
a weak supposal of, 1
weak supposal of our, 1
supposal of our worth, 1
or thinking by our, 1
thinking by our late, 1
by our late dear, 1
our late dear brother, 1
late dear brother s, 1
our state to be, 1
state to be disjoint, 1
to be disjoint and, 1
be disjoint and out, 1
disjoint and out of, 1
and out of frame, 1
colleagued with the dream, 1
with the dream of, 1
the dream of his, 1
dream of his advantage, 1
he hath not fail, 1
hath not fail d, 1
not fail d to, 1
fail d to pester, 1
d to pester us, 1
to pester us with, 1
pester us with message, 1
importing the surrender of, 1
the surrender of those, 1
surrender of those lands, 1
lost by his father, 1
by his father with, 1
his father with all, 1
father with all bonds, 1
with all bonds of, 1
all bonds of law, 1
to our most valiant, 1
our most valiant brother, 1
most valiant brother so, 1
valiant brother so much, 1
brother so much for, 1
so much for him, 1
now for ourself and, 1
for ourself and for, 1
ourself and for this, 1
and for this time, 1
for this time of, 1
this time of meeting, 1
thus much the business, 1
much the business is, 1
the business is we, 1
business is we have, 1
is we have here, 1
we have here writ, 1
to norway uncle of, 1
norway uncle of young, 1
uncle of young fortinbras, 1
who impotent and bed, 1
impotent and bed rid, 1
and bed rid scarcely, 1
bed rid scarcely hears, 1
of this his nephew, 1
this his nephew s, 1
his nephew s purpose, 1
nephew s purpose to, 1
s purpose to suppress, 1
his further gait herein, 1
further gait herein in, 1
gait herein in that, 1
herein in that the, 1
in that the levies, 1
the lists and full, 1
lists and full proportions, 1
and full proportions are, 1
full proportions are all, 1
proportions are all made, 1
out of his subject, 1
of his subject and, 1
his subject and we, 1
subject and we here, 1
and we here dispatch, 1
you good cornelius and, 1
good cornelius and you, 1
cornelius and you voltimand, 1
for bearers of this, 1
bearers of this greeting, 1
of this greeting to, 1
this greeting to old, 1
greeting to old norway, 1
giving to you no, 1
to you no further, 1
you no further personal, 1
no further personal power, 1
to business with the, 1
business with the king, 1
with the king more, 1
the king more than, 1
king more than the, 1
more than the scope, 1
of these delated articles, 1
these delated articles allow, 1
farewell and let your, 1
and let your haste, 1
let your haste commend, 1
your haste commend your, 1
haste commend your duty, 1
in that and all, 1
that and all things, 1
and all things will, 1
all things will we, 1
things will we show, 1
will we show our, 1
we show our duty, 1
we doubt it nothing, 1
doubt it nothing heartily, 1
it nothing heartily farewell, 1
and now laertes what, 1
now laertes what s, 1
laertes what s the, 1
s the news with, 1
the news with you, 1
you told us of, 1
told us of some, 1
us of some suit, 1
of some suit what, 1
some suit what is, 1
suit what is t, 1
what is t laertes, 1
you cannot speak of, 1
cannot speak of reason, 1
speak of reason to, 1
of reason to the, 1
reason to the dane, 1
and loose your voice, 1
loose your voice what, 1
your voice what wouldst, 1
voice what wouldst thou, 1
what wouldst thou beg, 1
wouldst thou beg laertes, 1
that shall not be, 1
shall not be my, 1
not be my offer, 1
be my offer not, 1
my offer not thy, 1
offer not thy asking, 1
the head is not, 1
head is not more, 1
is not more native, 1
not more native to, 1
more native to the, 1
native to the heart, 1
the hand more instrumental, 1
hand more instrumental to, 1
more instrumental to the, 1
instrumental to the mouth, 1
than is the throne, 1
is the throne of, 1
the throne of denmark, 1
throne of denmark to, 1
of denmark to thy, 1
denmark to thy father, 1
what wouldst thou have, 1
wouldst thou have laertes, 1
your leave and favour, 1
leave and favour to, 1
and favour to return, 1
favour to return to, 1
to return to france, 1
from whence though willingly, 1
whence though willingly i, 1
though willingly i came, 1
willingly i came to, 1
i came to denmark, 1
to show my duty, 1
show my duty in, 1
my duty in your, 1
duty in your coronation, 1
yet now i must, 1
now i must confess, 1
i must confess that, 1
must confess that duty, 1
confess that duty done, 1
my thoughts and wishes, 1
thoughts and wishes bend, 1
and wishes bend again, 1
wishes bend again toward, 1
bend again toward france, 1
and bow them to, 1
bow them to your, 1
them to your gracious, 1
to your gracious leave, 1
your gracious leave and, 1
gracious leave and pardon, 1
have you your father, 1
you your father s, 1
your father s leave, 1
father s leave what, 1
s leave what says, 1
leave what says polonius, 1
hath my lord wrung, 1
my lord wrung from, 1
lord wrung from me, 1
wrung from me my, 1
from me my slow, 1
me my slow leave, 1
by laboursome petition and, 1
laboursome petition and at, 1
petition and at last, 1
upon his will i, 1
his will i seal, 1
will i seal d, 1
i seal d my, 1
seal d my hard, 1
d my hard consent, 1
do beseech you give, 1
beseech you give him, 1
you give him leave, 1
give him leave to, 1
him leave to go, 1
take thy fair hour, 1
thy fair hour laertes, 1
fair hour laertes time, 1
hour laertes time be, 1
laertes time be thine, 1
and thy best graces, 1
thy best graces spend, 1
best graces spend it, 1
graces spend it at, 1
spend it at thy, 1
it at thy will, 1
but now my cousin, 1
now my cousin hamlet, 1
my cousin hamlet and, 1
cousin hamlet and my, 1
hamlet and my son, 1
aside a little more, 1
a little more than, 1
little more than kin, 1
more than kin and, 1
than kin and less, 1
kin and less than, 1
and less than kind, 1
how is it that, 1
is it that the, 1
it that the clouds, 1
that the clouds still, 1
the clouds still hang, 1
clouds still hang on, 1
still hang on you, 1
so my lord i, 1
my lord i am, 1
lord i am too, 1
i am too much, 1
am too much i, 1
too much i the, 1
much i the sun, 1
good hamlet cast thy, 1
hamlet cast thy nighted, 1
cast thy nighted colour, 1
thy nighted colour off, 1
and let thine eye, 1
let thine eye look, 1
thine eye look like, 1
eye look like a, 1
look like a friend, 1
like a friend on, 1
a friend on denmark, 1
do not for ever, 1
not for ever with, 1
for ever with thy, 1
ever with thy vailed, 1
with thy vailed lids, 1
seek for thy noble, 1
for thy noble father, 1
thy noble father in, 1
noble father in the, 1
father in the dust, 1
thou know st tis, 1
know st tis common, 1
st tis common all, 1
tis common all that, 1
common all that lives, 1
all that lives must, 1
that lives must die, 1
passing through nature to, 1
through nature to eternity, 1
ay madam it is, 1
madam it is common, 1
why seems it so, 1
seems it so particular, 1
it so particular with, 1
so particular with thee, 1
seems madam nay it, 1
madam nay it is, 1
nay it is i, 1
it is i know, 1
is i know not, 1
i know not seems, 1
tis not alone my, 1
not alone my inky, 1
alone my inky cloak, 1
my inky cloak good, 1
inky cloak good mother, 1
nor customary suits of, 1
customary suits of solemn, 1
suits of solemn black, 1
nor windy suspiration of, 1
windy suspiration of forced, 1
suspiration of forced breath, 1
no nor the fruitful, 1
nor the fruitful river, 1
the fruitful river in, 1
fruitful river in the, 1
river in the eye, 1
nor the dejected havior, 1
the dejected havior of, 1
dejected havior of the, 1
havior of the visage, 1
together with all forms, 1
with all forms moods, 1
all forms moods shapes, 1
forms moods shapes of, 1
moods shapes of grief, 1
that can denote me, 1
can denote me truly, 1
denote me truly these, 1
me truly these indeed, 1
truly these indeed seem, 1
for they are actions, 1
they are actions that, 1
are actions that a, 1
actions that a man, 1
that a man might, 1
